FID,Status,Score,Match_type,Match_addr,,AddNum,AddNumFrom,AddNumTo,StPreDir,StPreType,StName,StType,StDir,Nbrhd,City,Subregion,Region,Postal,PostalExt,Country,LangCode,Addr_type,StreetID,Distance,X,Y,DisplayX,DisplayY,Xmin,Ymin,Xmax,Ymax,ARC_Street,ARC_City,ARC_State,ARC_ZIP,UID,ProgType,Agency,ProgName,InvType,BedType,TargetPop,SubPop,PopB,PopC,McKVento,UtilizRate,Address,Address2,City_1,ZIP,GEOID,Contact,Title,Phone,Email,SPA,SD,CD,CTs,Beds,Units,PIT,SkidRow,Veterans
42,M,100,A,"566 S San Pedro St, Los Angeles, CA, 90013",L,566,546,598,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.244884,34.042609,-118.244884,34.042609,-118.294884,33.992609,-118.194884,34.092609,566 S SAN PEDRO ST,Los Angeles, ,90013,043-011430,ES,Weingart Center Association,Coordinated Assessment Motel Vouchers,C,Voucher beds,SMF+HC,Family,NA, ,Yes,1,566 S SAN PEDRO ST, ,Los Angeles,90013,62118,Jason Hall,Quality Assurance Manager,(213) 689-2167,jasonh@weingart.org,SPA 4,SD 2,CD 14,206300,3, ,3,Skidrow, 
43,M,100,A,"244 S San Pedro St, Los Angeles, CA, 90012",L,244,240,250,S, ,San Pedro,St, , ,Los Angeles, ,CA,90012, ,USA,ENG,StreetAddress,6984000017,0,-118.242073,34.048199,-118.242073,34.048199,-118.292073,33.998199,-118.192073,34.098199,244 S San Pedro St,Los Angeles, ,90012,211-001700,TH,"Asian Pacific Women's Center, Inc.",APWC Transitional Housing Program,C,0,SFHC,Family,DV,Chronically Homeless,Yes,1.15,244 S San Pedro St, Suite 504,Los Angeles,90012,62118,Kristina Rim,Program Director,(213) 250-2977,krim@apwcla.org,SPA 4,SD 1,CD 12,206200,13, ,15,Skidrow, 
44,M,100,A,"543 Crocker St, Los Angeles, CA, 90013",R,543,521,569, , ,Crocker,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.243469,34.042806,-118.243469,34.042806,-118.293469,33.992806,-118.193469,34.092806,543 CROCKER ST,Los Angeles, ,90013,083-011268,ES,Volunteers of America of Los Angeles,Year Round Shelter Program,C,Facility-based beds,SMF,Individual,NA,NA,Yes,0.92,543 CROCKER ST, ,Los Angeles,90013,62118,Henery Wilson,Program Director,(213) 799-1832,henerywil@aol.com,SPA 4,SD 2,CD 14,206300,40, ,37,Skidrow, 
45,M,100,A,"545 S San Pedro St, Los Angeles, CA, 90013",R,545,519,547,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.244766,34.042993,-118.244766,34.042993,-118.294766,33.992993,-118.194766,34.092993,545 S SAN PEDRO ST,Los Angeles, ,90013,314-010851,TH,Union Rescue Mission,Residential Recovery Program (CLDP),C,0,SM,Individual,NA,NA,No,0.42,545 S SAN PEDRO ST, ,Los Angeles,90013,62118,Steve Borja,VP of Programs,(213) 347-6318,sborja@urm.org,SPA 4,SD 2,CD 14,206300,176, ,74,Skidrow, 
46,M,100,A,"545 S San Pedro St, Los Angeles, CA, 90013",R,545,519,547,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.244766,34.042993,-118.244766,34.042993,-118.294766,33.992993,-118.194766,34.092993,545 S SAN PEDRO ST,Los Angeles, ,90013,314-010867,TH,Union Rescue Mission,Gateway Transitional Men,C,0,SMF,Individual,NA,NA,No,0.91,545 S SAN PEDRO ST, ,Los Angeles,90013,62118,Steve Borja,VP of Programs,(213) 347-6318,sborja@urm.org,SPA 4,SD 2,CD 14,206300,277, ,253,Skidrow, 
47,M,100,A,"545 S San Pedro St, Los Angeles, CA, 90013",R,545,519,547,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.244766,34.042993,-118.244766,34.042993,-118.294766,33.992993,-118.194766,34.092993,545 S SAN PEDRO ST,Los Angeles, ,90013,314-010850,ES,Union Rescue Mission,Men's Guest Services - Emergency Shelter,C,Facility-based beds,SMF,Individual,NA,NA,No,0.88,545 S SAN PEDRO ST, ,Los Angeles,90013,62118,Steve Borja,VP of Programs,(213) 347-6318,sborja@urm.org,SPA 4,SD 2,CD 14,206300,111, ,98,Skidrow, 
48,M,100,A,"566 S San Pedro St, Los Angeles, CA, 90013",L,566,546,598,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.244884,34.042609,-118.244884,34.042609,-118.294884,33.992609,-118.194884,34.092609,566 S SAN PEDRO ST,Los Angeles, ,90013,043-011403,ES,Weingart Center Association,Mental Health Specialized Shelter Bed Program,C,Facility-based beds,SMF,Individual,NA,Mentally Ill,No,1,566 S SAN PEDRO ST, ,Los Angeles,90013,62118,Vernon Nickerson,Director of Contracts,(213) 689-2111,vernonn@weingart.org,SPA 4,SD 2,CD 14,206300,2, ,2,Skidrow, 
49,M,100,A,"545 S San Pedro St, Los Angeles, CA, 90013",R,545,519,547,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.244766,34.042993,-118.244766,34.042993,-118.294766,33.992993,-118.194766,34.092993,545 S SAN PEDRO ST,Los Angeles, ,90013,314-010857,ES,Union Rescue Mission,Women's and Children Emergency Beds - 1st STEP Family,C,Facility-based beds,HC,Family,NA,NA,No,1,545 S SAN PEDRO ST, ,Los Angeles,90013,62118,Steve Borja,VP of Programs,(213) 347-6318,sborja@urm.org,SPA 4,SD 2,CD 14,206300,79, ,79,Skidrow, 
50,M,100,A,"545 S San Pedro St, Los Angeles, CA, 90013",R,545,519,547,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.244766,34.042993,-118.244766,34.042993,-118.294766,33.992993,-118.194766,34.092993,545 S. San Pedro St.,Los Angeles, ,90013,314-010865,TH,Union Rescue Mission,Apprentice,C,0,SM,Individual,NA,NA,No,0.53,545 S. San Pedro St., ,Los Angeles,90013,62118,Steve Borja,VP of Programs,(213) 347-6318,sborja@urm.org,SPA 4,SD 2,CD 14,206300,88, ,47,Skidrow, 
51,M,100,A,"1000 N Alameda St, Los Angeles, CA, 90012",R,1000,1000,1028,N, ,Alameda,St, , ,Los Angeles, ,CA,90012, ,USA,ENG,StreetAddress,6984000041,0,-118.236703,34.059456,-118.236703,34.059456,-118.286703,34.009456,-118.186703,34.109456,1000 N Alameda St Ste 390,Los Angeles, ,90012,102-009010,PSH,"Prototypes, Inc.",Women's Center - Shelter Plus Care - Tenant Based,C,0,HC,Family,NA,Multi-Diagnosed,Yes,0.83,1000 N Alameda St Ste 390, ,Los Angeles,90012,62118,Christina Henderson,Housing Coordinator,(909) 621-9052,chenderson@prototypes.org,SPA 4,SD 1,CD 1,206020,48, ,40, , 
52,M,100,A,"434 S San Pedro St, Los Angeles, CA, 90013",L,434,430,498,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000022,0,-118.243396,34.044879,-118.243396,34.044879,-118.293396,33.994879,-118.193396,34.094879,434 S. San Pedro St.,Los Angeles, ,90013,245-004202,PSH,Downtown Women Center,Residence,C,0,SF,Individual,NA,Mentally Ill,No,0.73,434 S. San Pedro St., ,Los Angeles,90013,62118,Cheryl Castillo,Director of Program Services,(213) 213-2837,cherlyc@dwcweb.org,SPA 4,SD 1,CD 14,206200,71, ,52,Skidrow, 
53,M,100,A,"331 S Los Angeles St, Los Angeles, CA, 90013",R,331,331,399,S, ,Los Angeles,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000027,0,-118.245381,34.047903,-118.245381,34.047903,-118.295381,33.997903,-118.195381,34.097903,331 S. Los Angeles St.,Los Angeles, ,90013,245-004201,PSH,Downtown Women Center,Jill's Place,C,0,SF,Individual,NA,Chronically Homeless,Yes,1,331 S. Los Angeles St., ,Los Angeles,90013,62118,Cheryl Castillo,Director of Program Services,(213) 213-2837,cherlyc@dwcweb.org,SPA 4,SD 1,CD 14,207300,48, ,48,Skidrow, 
54,M,100,A,"349 E 1st St, Los Angeles, CA, 90012",L,349,331,353,E, ,1st,St, , ,Los Angeles, ,CA,90012, ,USA,ENG,StreetAddress,6984000041,0,-118.239557,34.049568,-118.239557,34.049568,-118.289557,33.999568,-118.189557,34.099568,349 E 1ST ST,LOS ANGELES, ,90012,092-006502,PSH,LTSC Community Development Corporation,Far East Building,C,0,SMF,Individual,NA,Physically Disabled,Yes,1,349 E 1ST ST, ,LOS ANGELES,90012,62118,Vivian Lee,Program Coordinator,(213) 473-3035,vlee@ltsc.org,SPA 4,SD 1,CD 14,206200,4, ,4,Skidrow, 
55,M,100,A,"231 Winston St, Los Angeles, CA, 90013",L,231,201,299, , ,Winston,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000027,0,-118.246448,34.046234,-118.246448,34.046234,-118.296448,33.996234,-118.196448,34.096234,231 WINSTON ST,Los Angeles, ,90013,309-010401,TH,Society of St. Vincent de Paul Social Services,Cardinal Manning Center-Men's Advancement Program,C,0,SM,Individual,NA,NA,No,0.8,231 WINSTON ST, ,Los Angeles,90013,62118,Gigi Tsontos,Director of Social Services,(213) 229-9970,gtsontos@svdpla.org,SPA 4,SD 1,CD 14,206200,10, ,8,Skidrow, 
56,M,100,A,"530 E 5th St, Los Angeles, CA, 90013",R,530,500,598,E, ,5th,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000016,0,-118.243539,34.043976,-118.243539,34.043976,-118.293539,33.993976,-118.193539,34.093976,530 E 5th St,Los Angeles, ,90013,249-004451,ES,Emmanuel Baptist Mission of Los Angeles,Short-Term Lodging,C,Facility-based beds,SM,Individual,NA,NA,No,0.88,530 E 5th St, ,Los Angeles,90013,62118,Robert Cole,Operations Director,(213) 626-4681,www.ebrm.org,SPA 4,SD 2,CD 14,206300,33, ,29,Skidrow, 
57,M,100,A,"502 San Julian St, Los Angeles, CA, 90013",L,502,500,598, , ,San Julian,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000031,0,-118.244956,34.044497,-118.244956,34.044497,-118.294956,33.994497,-118.194956,34.094497,502 SAN JULIAN ST,Los Angeles, ,90013,036-009833,PSH,Skid Row Housing Trust,Skid Row Housing - Scattered Sites 275,C,0,SMF,Individual,NA,NA,Yes,0.77,502 SAN JULIAN ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 2,CD 14,206300,278, ,214,Skidrow, 
58,M,100,A,"231 Winston St, Los Angeles, CA, 90013",L,231,201,299, , ,Winston,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000027,0,-118.246448,34.046234,-118.246448,34.046234,-118.296448,33.996234,-118.196448,34.096234,231 WINSTON ST,Los Angeles, ,90013,309-010400,ES,Society of St. Vincent de Paul Social Services,Cardinal Manning Center- Emergency Transitions,C,Facility-based beds,SM,Individual,NA,NA,No,0.98,231 WINSTON ST, ,Los Angeles,90013,62118,Gigi Tsontos,Director of Social Services,(213) 229-9970,atsontos@svdpla.org,SPA 4,SD 1,CD 14,206200,55, ,54,Skidrow, 
59,M,100,A,"108 E 5th St, Los Angeles, CA, 90013",R,108,100,112,E, ,5th,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000016,0,-118.248199,34.046452,-118.248199,34.046452,-118.298199,33.996452,-118.198199,34.096452,108 E 5TH ST,Los Angeles, ,90013,036-009812,PSH,Skid Row Housing Trust,New Pershing Hotel,N,0,SMF,Individual,NA,NA,No,0,108 E 5TH ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,207300,61, ,0,Skidrow, 
60,M,90.87,A,"534 Crocker St, Los Angeles, CA, 90013",L,534,520,568, , ,Crocker,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.243236,34.042876,-118.243236,34.042876,-118.293236,33.992876,-118.193236,34.092876,534 S. Crocker St,Los Angeles, ,90013,083-011267,TH,Volunteers of America of Los Angeles,The Barracks: Safe Haven for Chronically Homeless Vets,C,0,SM,Individual,NA,Multi-Diagnosed,No,0.78,534 S. Crocker St, ,Los Angeles,90013,62118,Johnny Glanton,Program Manager,(310) 204-0690,jglanton@voala.org,SPA 4,SD 2,CD 14,206300,40, ,31,Skidrow,Veterans
61,M,90.87,A,"517 San Julian St, Los Angeles, CA, 90013",R,517,501,599, , ,San Julian,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000031,0,-118.245221,34.044307,-118.245221,34.044307,-118.295221,33.994307,-118.195221,34.094307,517 S. San Julian St.,Los Angeles, ,90013,039-009750,TH,Los Angeles Single Room Occupancy Housing Corporation,GPD - Veterans Transitional Housing VTP 24,C,0,SMF,Individual,NA,NA,No,0.88,517 S. San Julian St., ,Los Angeles,90013,62118,Rosalind Harris,Program Manager,(213) 229-9680,rharris@srohousing.org,SPA 4,SD 2,CD 14,206300,24, ,21,Skidrow,Veterans
62,M,100,PP, , , , , , , , , , , , , , , , , , , , ,0,-118.243007,34.045918,0,0,0,0,0,0,CONFIDENTIAL,LOS ANGELES, ,90013,092-006503,TH,LTSC Community Development Corporation,Kosumosu Transitional Housing,C,0,SFHC,Family,DV,NA,Yes,0.58,Confidential, ,Los Angeles,90013,62118,Vivian Lee,Program Coordinator,(213) 473-3035,vlee@ltsc.org,SPA 4,SD 1,CD 14,206200,24, ,14,Skidrow, 
63,M,100,A,"611 E 5th St, Los Angeles, CA, 90013",L,611,601,699,E, ,5th,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000016,0,-118.242578,34.043515,-118.242578,34.043515,-118.292578,33.993515,-118.192578,34.093515,611 E 5TH ST,Los Angeles, ,90013,036-009821,PSH,Skid Row Housing Trust,St. Mark's Hotel,C,0,SMF,Individual,NA,NA,No,1,611 E 5TH ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,206200,89, ,89,Skidrow, 
64,M,100,A,"115 E 3rd St, Los Angeles, CA, 90013",L,115,109,119,E, ,3rd,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000042,0,-118.245341,34.048992,-118.245341,34.048992,-118.295341,33.998992,-118.195341,34.098992,115 E 3RD ST,Los Angeles, ,90013,036-009830,PSH,Skid Row Housing Trust,St. George Hotel 15,C,0,SMF,Individual,NA,NA,Yes,0.8,115 E 3RD ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,207300,15, ,12,Skidrow, 
65,M,100,A,"115 E 3rd St, Los Angeles, CA, 90013",L,115,109,119,E, ,3rd,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000042,0,-118.245341,34.048992,-118.245341,34.048992,-118.295341,33.998992,-118.195341,34.098992,115 E 3RD ST,Los Angeles, ,90013,036-009820,PSH,Skid Row Housing Trust,St. George Hotel 69,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.97,115 E 3RD ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,207300,69, ,67,Skidrow, 
66,M,100,A,"526 S San Pedro St, Los Angeles, CA, 90013",L,526,514,544,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.244314,34.043423,-118.244314,34.043423,-118.294314,33.993423,-118.194314,34.093423,526 S. San Pedro St.,Los Angeles, ,90013,028-006411,PSH,"LAMP Community, Inc.",United Way SS FA 1,C,0,SMF,Individual,NA,Chronically Homeless,No,0.97,526 S. San Pedro St., ,Los Angeles,90013,62118,Carolina Cortazar,Associate Director,(213) 935-8707 x 250,carolinac@lampcommunity.org,SPA 4,SD 2,CD 14,206300,34, ,33,Skidrow, 
67,M,100,A,"452 S Main St, Los Angeles, CA, 90013",L,452,420,498,S, ,Main,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000016,0,-118.247963,34.047183,-118.247963,34.047183,-118.297963,33.997183,-118.197963,34.097183,452 S MAIN ST,Los Angeles, ,90013,036-009823,PSH,Skid Row Housing Trust,New Genesis Apartments,C,0,SMF,Individual,NA,NA,No,0.89,452 S MAIN ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,207300,81, ,72,Skidrow, 
68,M,100,A,"521 S San Pedro St, Los Angeles, CA, 90013",R,521,519,547,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.24422,34.04378,-118.24422,34.04378,-118.29422,33.99378,-118.19422,34.09378,521 S SAN PEDRO ST,Los Angeles, ,90013,036-009802,PSH,Skid Row Housing Trust,Abey and Charles Cobb Apartments 118,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.92,521 S SAN PEDRO ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 2,CD 14,206300,118, ,108,Skidrow, 
69,M,100,A,"549 Ceres Ave, Los Angeles, CA, 90013",R,549,501,599, , ,Ceres,Ave, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000017,0,-118.240626,34.040712,-118.240626,34.040712,-118.290626,33.990712,-118.190626,34.090712,549 CERES AVE,Los Angeles, ,90013,036-009809,PSH,Skid Row Housing Trust,Lincoln Hotel,C,0,SMF,Individual,HIV,NA,Yes,0.88,549 CERES AVE, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 2,CD 14,206300,40, ,35,Skidrow, 
70,M,100,A,"543 Crocker St, Los Angeles, CA, 90013",R,543,521,569, , ,Crocker,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.243469,34.042806,-118.243469,34.042806,-118.293469,33.992806,-118.193469,34.092806,543 CROCKER ST,Los Angeles, ,90013,035-009757,TH,Skid Row Development Corporation,SRDC Transition House,C,0,SMF,Individual,NA,NA,Yes,0.23,543 CROCKER ST, ,Los Angeles,90013,62118,Kimberly Hendrix,President,(213 623-7130,khendrix@srdcla.org,SPA 4,SD 2,CD 14,206300,90, ,21,Skidrow, 
71,M,100,A,"713 E 5th St, Los Angeles, CA, 90013",L,713,701,799,E, ,5th,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000016,0,-118.241801,34.043032,-118.241801,34.043032,-118.291801,33.993032,-118.191801,34.093032,713 E 5TH ST,Los Angeles, ,90013,036-009805,PSH,Skid Row Housing Trust,Edward Hotel,C,0,SMF,Individual,NA,NA,Yes,1.02,713 E 5TH ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,206200,46, ,47,Skidrow, 
72,M,100,A,"566 S San Pedro St, Los Angeles, CA, 90013",L,566,546,598,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.244884,34.042609,-118.244884,34.042609,-118.294884,33.992609,-118.194884,34.092609,566 S. San Pedro St.,Los Angeles, ,90013,427-017855,ES,Hope of the Valley Rescue Mission,Winter Shelter Program I,N,Facility-based beds,SMF,Individual,NA, ,Yes,1,566 S. San Pedro St., ,Los Angeles,90013,62118,Jonathan Leeper,Director of Community Relations,(818) 469-3998,jonathan.leeper@hopeofthevalley.org,SPA 4,SD 2,CD 14,206300,54, ,54, , 
73,M,100,A,"427 E 5th St, Los Angeles, CA, 90013",L,427,401,499,E, ,5th,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000031,0,-118.244633,34.044554,-118.244633,34.044554,-118.294633,33.994554,-118.194633,34.094554,427 E. 5th St.,Los Angeles, ,90013,039-009714,ES,Los Angeles Single Room Occupancy Housing Corporation,Year Round Shelter Program,C,Facility-based beds,SMF,Individual,NA,NA,Yes,0.95,427 E. 5th St., ,Los Angeles,90013,62118,Denice Walker,Program Manager,(213) 229-9678,dwalker@srohousing.org,SPA 4,SD 1,CD 14,206200,104, ,99,Skidrow, 
74,M,100,A,"512 S Main St, Los Angeles, CA, 90013",L,512,500,598,S, ,Main,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000024,0,-118.248637,34.046464,-118.248637,34.046464,-118.298637,33.996464,-118.198637,34.096464,512 S. Main St.,Los Angeles, ,90013,039-009710,PSH,Los Angeles Single Room Occupancy Housing Corporation,Leonide Hotel,C,0,SMF,Individual,NA,Chronically Homeless,No,0.88,512 S. Main St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 1,CD 14,207300,64, ,56,Skidrow, 
75,M,100,A,"412 E 5th St, Los Angeles, CA, 90013",R,412,400,498,E, ,5th,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000031,0,-118.24483,34.044504,-118.24483,34.044504,-118.29483,33.994504,-118.19483,34.094504,412 E. 5th St.,Los Angeles, ,90013,039-009719,PSH,Los Angeles Single Room Occupancy Housing Corporation,Southern Hotel,C,0,SMF,Individual,NA,Chronically Homeless,No,0.87,412 E. 5th St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,53, ,46,Skidrow, 
76,M,100,A,"310 E 5th St, Los Angeles, CA, 90013",R,310,300,348,E, ,5th,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000042,0,-118.245723,34.044837,-118.245723,34.044837,-118.295723,33.994837,-118.195723,34.094837,310 E. 5th St.,Los Angeles, ,90013,039-009738,PSH,Los Angeles Single Room Occupancy Housing Corporation,Shelter Plus Care Scattered Sites,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.88,310 E. 5th St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,272, ,240,Skidrow, 
77,M,90.87,A,"517 San Julian St, Los Angeles, CA, 90013",R,517,501,599, , ,San Julian,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000031,0,-118.245221,34.044307,-118.245221,34.044307,-118.295221,33.994307,-118.195221,34.094307,517 S. San Julian Street,Los Angeles, ,90013,039-009744,ES,Los Angeles Single Room Occupancy Housing Corporation,DPSS,C,Voucher beds,SMF,Individual,NA,NA,No,0.67,517 S. San Julian Street, ,Los Angeles,90013,62118,Myrna Dantes,Admin. Contracts & Grants,(213) 229-9640,mdantes@srohousing.org,SPA 4,SD 2,CD 14,206300,30, ,20,Skidrow, 
78,M,100,A,"526 S San Pedro St, Los Angeles, CA, 90013",L,526,514,544,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.244314,34.043423,-118.244314,34.043423,-118.294314,33.993423,-118.194314,34.093423,526 S. San Pedro St.,Los Angeles, ,90013,028-006402,ES,"LAMP Community, Inc.",Harm Reduction Program,C,Facility-based beds,SMF,Individual,NA,Multi-Diagnosed,No,2.75,526 S. San Pedro St., ,Los Angeles,90013,62118,Carolina Cortazar,Associate Director,(213) 488-9559,carolinac@lampcommunity.org,SPA 4,SD 2,CD 14,206300,8, ,22,Skidrow, 
79,M,90.87,A,"517 San Julian St, Los Angeles, CA, 90013",R,517,501,599, , ,San Julian,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000031,0,-118.245221,34.044307,-118.245221,34.044307,-118.295221,33.994307,-118.195221,34.094307,517 S. San Julian St.,Los Angeles, ,90013,039-009752,TH,Los Angeles Single Room Occupancy Housing Corporation,H Transitional Housing Program,C,0,SMF,Individual,HIV,NA,No,1,517 S. San Julian St., ,Los Angeles,90013,62118,Lorraine Hines,Chief of Residential Housing,(661) 945-5509,lhines@avdvc.org,SPA 4,SD 2,CD 14,206300,5, ,5,Skidrow, 
80,M,100,A,"506 San Julian St, Los Angeles, CA, 90013",L,506,500,598, , ,San Julian,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000031,0,-118.244998,34.044429,-118.244998,34.044429,-118.294998,33.994429,-118.194998,34.094429,506 San Julian St.,Los Angeles, ,90013,039-009707,PSH,Los Angeles Single Room Occupancy Housing Corporation,James M. Wood Apartments,C,0,SMF,Individual,NA,Chronically Homeless,No,0.85,506 San Julian St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,52, ,44,Skidrow, 
81,M,90.87,A,"517 San Julian St, Los Angeles, CA, 90013",R,517,501,599, , ,San Julian,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000031,0,-118.245221,34.044307,-118.245221,34.044307,-118.295221,33.994307,-118.195221,34.094307,517 S. San Julian St.,Los Angeles, ,90013,039-009751,ES,Los Angeles Single Room Occupancy Housing Corporation,H Emergency Shelter,C,Facility-based beds,SMF,Individual,HIV,NA,No,0.9,517 S. San Julian St., ,Los Angeles,90013,62118,Gabriel Negrete,Program Manager,(213) 633-5958,gabrieln@srohousing.org,SPA 4,SD 2,CD 14,206300,20, ,18,Skidrow, 
82,M,100,A,"505 S San Pedro St, Los Angeles, CA, 90013",R,505,501,517,S, ,San Pedro,St, , ,Los Angeles, ,CA,90013, ,USA,ENG,StreetAddress,6984000040,0,-118.243996,34.044152,-118.243996,34.044152,-118.293996,33.994152,-118.193996,34.094152,505 S. San Pedro St.,Los Angeles, ,90013,039-009732,PSH,Los Angeles Single Room Occupancy Housing Corporation,Gateway Apartments Shelter Plus Care,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.87,505 S. San Pedro St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,108, ,94,Skidrow, 
